Name,Likelihood,Duplication,Loss,Transfer
group_3624_1,-15.2685,1e-07,0.0619613,0.0060245
group_3519_11,-92.0744,0.0200925,0.288961,0.112185
group_1151_1,-318.731,1e-07,0.271543,0.213511
fliZ,-161.836,1e-07,0.282785,0.164404
group_9649,-41.366,1e-07,0.311108,0.482047
group_1789_3,-145.561,1e-07,0.265689,0.511242
group_1819_1,-11.1124,0.1,0.2,0.1
fepG,-180.514,1e-07,0.22335,0.260145
group_3750_4,-132.903,1e-07,0.300564,0.439796
group_9131,-14.2116,1e-07,0.230749,0.531069
glyS,-122.339,1e-07,0.196527,0.140495
group_6800,-14.2151,1e-07,0.251969,0.524086
group_799_3,-33.1848,1e-07,0.19977,0.277652
group_5514,-23.1355,1e-07,0.385124,0.226916
aceE,-138.75,1e-07,0.168032,0.151138
group_2871_1,-30.9689,1e-07,0.315785,0.469545
group_10898,-22.1228,1e-07,0.328014,0.469835
group_5560_2,-180.986,0.00369257,0.215403,0.44639
group_3683_3,-14.2409,1e-07,0.221918,0.532792
group_3577,-23.711,1e-07,0.279528,0.508853
group_10880,-12.0608,1e-07,0.23416,1e-07
group_4094_1,-11.4061,1e-07,0.543149,1e-07
group_3753_5,-150.692,1e-07,0.266485,0.505966
tetA_1,-77.0124,1e-07,0.2158,0.0577686
group_5995,-12.9549,0.1,0.2,0.1
group_6686_2,-23.8193,1e-07,0.284758,0.212899
group_5496_3,-15.3057,1e-07,0.192218,0.513125
ulaE_1,-138.679,1e-07,0.203053,0.160721
group_1008_1,-77.0046,1e-07,0.247014,0.52293
group_1980_2,-30.052,1e-07,0.288892,0.0404218
kojP,-14.2395,1e-07,0.220326,0.53328
gap_1_1,-5.91314,0.1,0.2,0.1
astD,-140.302,1e-07,0.259514,0.142198
group_2361,-42.4496,1e-07,0.399199,0.334176
pduC,-55.6669,1e-07,0.415543,0.391879
group_3860_3,-12.9758,0.1,0.2,0.1
cdaR_2_1,-13.9776,1e-07,0.368218,0.458359
fepA,-120.189,1e-07,0.165098,0.194444
ybbY_1_1,-123.733,1e-07,0.183753,0.128449
group_5565_1,-29.492,1e-07,0.684611,1
group_1971_2,-33.5155,1e-07,0.546981,0.0725853
group_6860_2,-29.5095,1e-07,0.657207,1
group_3169,-98.6088,1e-07,0.401029,0.461386
sacA,-24.0719,1e-07,0.274358,0.518176
group_3689_3,-74.8922,1e-07,0.135116,0.524849
group_2741_1,-33.4856,1e-07,0.317687,0.485049
group_1863_3,-215.404,1e-07,0.396309,0.483249
galK,-126.921,1e-07,0.23572,0.10376
group_3887_1,-18.7538,1e-07,0.328022,0.489726
group_5171,-19.3823,1e-07,0.524858,1
group_2636_2,-19.305,1e-07,0.607441,1
virB9,-42.7595,1e-07,0.379575,0.444059
group_8017,-18.4624,1e-07,0.313552,0.484114
group_4317_2,-28.9915,1e-07,0.388316,0.442924
group_17_3,-74.1338,1e-07,0.279733,0.514066
group_9415,-28.2482,1e-07,0.647841,1
group_8273,-33.7654,1e-07,0.31738,0.0651419
group_5963,-15.0614,1e-07,0.183129,0.515315
group_2034_2,-60.2452,0.0324976,0.337857,0.488492
group_3887_13,-30.7332,1e-07,0.451966,1e-07
group_3457_1,-5.89894,0.1,0.2,0.1
group_5341,-29.6324,0.0418919,0.446017,1e-07
group_9220_1,-94.0456,1e-07,0.191079,0.533578
group_15252,-14.207,1e-07,0.229473,0.531602
group_6792_1,-18.8397,1e-07,0.294084,0.507389
group_6830_4,-72.5957,1e-07,0.265786,0.237366
group_51,-37.5254,1e-07,0.366244,0.451818
group_2508,-100.33,1e-07,0.24716,0.510052
group_8952,-39.3878,1e-07,0.512981,1
group_4772_1,-13.8514,1e-07,0.391312,0.441729
lutC_1,-14.2133,1e-07,0.226597,0.532143
ypjD,-75.167,1e-07,0.156396,0.055087
occR,-114.234,1e-07,0.279429,0.0448549
group_9140,-35.1265,1e-07,0.317783,0.472258
proC,-120.241,1e-07,0.223841,0.105614
ecpE,-143.737,1e-07,0.25575,0.172301
group_4860_1,-66.2597,1e-07,0.248913,0.237168
group_2862_10,-20.3177,1e-07,0.469556,1e-07
group_4473_2,-17.5851,0.00174518,0.23934,0.266192
cdhR_1,-5.89894,0.1,0.2,0.1
group_10044_1,-25.5859,1e-07,0.391326,0.406212
group_4450,-66.7485,1e-07,0.182495,0.437116
group_5405,-112.744,1e-07,0.274972,0.0424846
group_6500_4,-116.77,1e-07,0.255191,0.0577712
group_2231_1,-55.8176,1e-07,0.286852,0.216671
group_7859_2,-27.8257,1e-07,0.269196,0.228562
group_6163_5,-17.5802,0.00350177,0.237597,0.267618
group_7435,-14.1784,1e-07,0.236322,0.530155
parE,-124.435,1e-07,0.169169,0.174029
group_4108,-90.1007,1e-07,0.30421,0.0410704
group_11569,-14.2423,1e-07,0.21952,0.533391
group_10780,-186.368,1e-07,0.251425,0.355004
group_34,-73.3821,0.00982063,0.326429,0.171921
group_3843_4,-87.9997,1e-07,0.293944,0.507768
group_4003,-34.1889,1e-07,0.633011,1
pbpC,-128.453,1e-07,0.21788,0.1436
group_4638_3,-132.135,1e-07,0.309369,0.0419385
group_7180,-14.2114,1e-07,0.22799,0.531855
dinG_2,-125.961,1e-07,0.243665,0.14472
group_3811,-29.2566,1e-07,0.410759,0.421026
group_2367_1,-43.841,1e-07,0.216011,0.532925
recE_3,-49.2803,1e-07,0.439842,1
group_3474_3,-4.53263,1e-07,1e-07,1e-07
ydiO_1_1,-36.8987,1e-07,0.268676,0.235528
group_2228_8,-22.321,1e-07,0.179387,0.0309572
group_2302_8,-12.9756,0.1,0.2,0.1
group_703,-10.8983,0.1,0.2,0.1
group_7791_1,-14.0726,1e-07,0.342918,0.474747
ompW,-209.098,1e-07,0.24562,0.240902
group_2956_2,-43.8161,1e-07,0.52934,0.185121
group_3220,-14.646,0.1,0.2,0.1
group_7550,-35.8522,1e-07,0.43591,0.36898
intA_2_1,-114.832,1e-07,0.233345,0.239237
group_6654_2,-34.214,1e-07,0.341916,0.454332
group_4953_2,-47.6607,0.0509448,0.206465,0.290717
group_3347_1,-22.8749,1e-07,0.427325,1
group_2538_8,-33.8755,1e-07,0.369727,0.490549
group_4613_7,-122.745,1e-07,0.38766,0.396014
group_7050_4,-33.491,1e-07,0.505585,0.214757
group_3823,-72.4134,1e-07,0.31096,0.0468212
pitA_2,-138.858,1e-07,0.215884,0.200041
group_7468_2,-99.0358,1e-07,0.200556,0.528066
group_447,-84.4503,1e-07,0.275082,0.517444
group_4977,-17.5851,0.00174518,0.23934,0.266192
group_4872_1,-33.5642,1e-07,0.35333,0.457158
group_4768_2,-14.7585,0.1,0.2,0.1
group_2976_2,-68.3485,1e-07,0.315317,0.483452
group_5196_2,-24.2462,1e-07,0.388395,0.442773
group_6462,-14.0207,1e-07,0.348589,0.472042
tfaE_1_4,-109.58,1e-07,0.221417,0.511579
group_3662_5,-47.2371,1e-07,0.368514,0.449129
nadR,-181.225,1e-07,0.357151,0.178272
group_1848_5,-100.373,1e-07,0.279965,0.494395
group_9625,-14.1832,1e-07,0.254356,0.524014
group_110_2,-148.897,1e-07,0.208653,0.239359
group_1962_1,-55.3503,1e-07,0.301508,0.0940961
group_8089,-14.2125,1e-07,0.227122,0.532039
group_4199,-19.3834,1e-07,0.5211,1
group_5183_2,-13.9355,1e-07,0.553068,0.0424509
group_7177_4,-28.4938,1e-07,0.494236,0.0780817
ydjH,-99.6837,1e-07,0.207741,0.180862
group_7279_1,-32.6154,0.0520624,0.207461,0.550717
group_5397_2,-89.0288,1e-07,0.288628,0.477335
hsdS_3,-19.1705,1e-07,0.887416,1
suhB,-81.3584,1e-07,0.119011,0.0949647
group_9436,-31.3942,1e-07,0.500111,0.114598
group_3665_5,-40.4142,1e-07,0.18003,0.516908
group_1051_1,-67.4945,1e-07,0.214539,0.498721
group_73_3,-9.84565,0.1,0.2,0.1
group_4307_1,-133.363,1e-07,0.274205,0.0721482
rnlA,-12.951,0.1,0.2,0.1
group_4464_9,-59.826,1e-07,0.259251,0.492663
group_4195_3,-94.3247,1e-07,0.309114,0.487493
manX_1,-129.397,1e-07,0.235463,0.123568
group_5119_3,-14.0568,1e-07,0.348244,0.471635
group_2170,-56.0103,1e-07,0.42386,0.385366
group_1298_1,-8.76065,0.1,0.2,0.1
group_10856_1,-42.3037,1e-07,0.23953,0.520861
rbsC_1_1,-155.911,1e-07,0.211311,0.238131
group_4675_2,-150.54,1e-07,0.253635,0.246648
group_2672_2,-15.3034,1e-07,0.194352,0.51273
group_11628,-14.0692,1e-07,0.346347,0.472422
mobB,-79.847,1e-07,0.10515,0.108221
group_1627_1,-22.5906,1e-07,0.505098,0.103532
group_5463_8,-35.687,1e-07,0.526935,0.0973302
yciB,-109.941,1e-07,0.166827,0.136188
group_8043_3,-24.3587,1e-07,0.730119,1
group_1899_1,-37.9771,1e-07,0.27771,0.213531
ybdM,-133.357,1e-07,0.275206,0.0952535
group_5742_7,-31.7879,1e-07,0.361612,0.446395
group_6870,-87.8695,1e-07,0.3156,0.494728
group_5901,-65.6764,1e-07,0.265651,0.509901
group_6171,-21.9617,1e-07,0.26349,0.0366643
group_7595_1,-18.8311,1e-07,0.295917,0.506665
group_1770_2,-21.1274,1e-07,0.247052,1e-07
group_2026,-98.7739,1e-07,0.0851289,0.0754994
arnA,-147.337,1e-07,0.21552,0.202049
group_107,-41.2379,1e-07,0.274219,0.498783
group_6204_2,-18.7932,1e-07,0.490556,0.306942
group_12390,-37.4751,1e-07,0.389304,0.42782
group_574,-59.1911,1e-07,0.296377,0.497384
group_3480_1,-40.7883,1e-07,0.268914,0.204574
group_5550,-19.6295,1e-07,0.257891,0.243105
group_12049,-23.5583,1e-07,0.314282,0.490509
group_3885_3,-222.772,1e-07,0.243935,0.522888
group_2730,-15.8533,0.1,0.2,0.1
group_6289,-14.2111,1e-07,0.228274,0.531792
group_11758_2,-25.5763,0.0594758,0.158513,0.549595
group_772_1,-189.972,1e-07,0.281502,0.504664
group_5088,-11.085,0.1,0.2,0.1
group_4685_1,-73.9644,1e-07,0.417097,0.398503
group_1960,-44.1867,1e-07,0.186806,0.531418
group_7608,-34.2743,1e-07,0.209627,0.532799
group_3167_2,-23.2677,1e-07,0.489364,0.282817
group_5260_2,-14.2409,1e-07,0.221918,0.532792
group_3735_10,-77.999,1e-07,0.234454,0.513317
group_7175,-22.3653,1e-07,0.256339,0.510671
group_2951_1,-12.6294,1e-07,1e-07,0.112768
cyoB,-132.109,1e-07,0.217219,0.159077
group_4208_10,-57.6027,1e-07,0.269981,0.0338441
group_3111,-39.5036,1e-07,0.489194,0.242106
rfbC_1_1,-11.0855,0.1,0.2,0.1
group_4144,-22.2987,1e-07,0.559846,1e-07
group_1650_3,-25.7899,1e-07,0.200075,0.530525
group_5668_2,-19.278,1e-07,0.66502,1
group_6693,-50.699,1e-07,0.264206,0.486308
group_2364_11,-114.061,1e-07,0.322412,0.516147
group_4734,-123.168,1e-07,0.291675,0.488012
murF,-125.968,1e-07,0.245903,0.090744
group_5663_4,-22.3215,1e-07,0.536272,0.00917155
ycjM,-109.879,1e-07,0.264953,0.118922
truB,-93.795,1e-07,0.0837631,0.0956018
group_2189_11,-42.0196,1e-07,0.26495,0.191618
virB,-40.2505,1e-07,0.464308,0.322325
group_8042_3,-83.0279,1e-07,0.296974,0.484364
group_8505,-19.2125,1e-07,0.714391,1
group_5192_1,-21.9639,1e-07,0.0314065,0.0357468
group_10151,-19.3769,1e-07,0.528401,1
group_9230,-115.995,1e-07,0.190236,0.169288
group_5088_1,-19.7889,1e-07,0.394487,0.380932
group_4716_4,-25.0753,1e-07,0.348434,0.44736
hpaIIM,-50.9351,1e-07,0.196883,0.516262
group_7704_4,-5.89894,0.1,0.2,0.1
pphA_3,-59.3267,1e-07,0.2346,0.521845
group_6077_4,-13.5446,1e-07,1e-07,0.0319373
group_2193_1,-15.075,1e-07,0.178747,0.515572
group_6569,-22.2987,1e-07,0.559846,1e-07
group_9687,-24.4311,1e-07,0.629441,1
bglH_2,-106.125,1e-07,0.220988,0.201643
group_9106,-31.6872,1e-07,0.325366,0.47746
hipB,-99.0166,1e-07,0.227003,0.0692634
pdeN,-159.316,1e-07,0.245197,0.206713
evgA,-56.7076,1e-07,0.0447191,0.0457246
group_566_3,-60.715,1e-07,0.384245,0.42869
group_6900_1,-9.29974,1e-07,0.263358,1e-07
group_3399,-74.3061,1e-07,0.369362,0.438269
group_2622_4,-20.8557,1e-07,0.227953,0.25628
group_6500_11,-52.4568,1e-07,0.336983,0.424093
group_7146,-15.3022,0.1,0.2,0.1
group_8155_1,-30.6504,1e-07,0.25269,0.0877518
group_1558,-23.7847,1e-07,0.293134,0.200342
capD,-13.8394,1e-07,0.483438,0.321417
group_2642_2,-14.2382,1e-07,0.221192,0.533128
group_4994_2,-128.795,1e-07,0.258053,0.514672
group_4392_6,-16.7441,0.00290576,0.207611,0.271278
group_3673_2,-13.9573,1e-07,0.387925,0.441298
group_1807_4,-89.7573,1e-07,0.268573,0.219084
group_10425,-23.887,1e-07,0.692534,1
group_7491,-41.3016,1e-07,0.256184,0.17665
group_4507,-11.4061,1e-07,0.543149,1e-07
group_6390_1,-15.261,0.1,0.2,0.1
group_2449_1,-19.3191,1e-07,0.584852,1
group_3268_2,-18.6837,1e-07,0.348147,0.476974
group_2632,-49.2135,1e-07,0.219089,0.522408
psuG,-153.916,1e-07,0.221666,0.191968
group_577,-30.0597,1e-07,0.157865,0.22879
group_4098_7,-14.193,1e-07,0.244049,0.527629
group_7605_4,-19.2404,1e-07,0.662469,1
traC_2_4,-45.5369,1e-07,0.265512,0.235036
group_1862_5,-152.023,1e-07,0.260605,0.238967
group_4785_1,-14.2046,1e-07,0.2342,0.530359
group_5501_1,-16.9116,1e-07,0.409144,1e-07
group_651_2,-40.4119,1e-07,0.276815,0.49792
ydiM,-126.549,0.00247506,0.251861,0.0856454
group_6230_2,-18.8188,1e-07,0.407696,0.422534
dnaC_1_6,-13.1978,1e-07,0.441863,0.34929
group_3958_7,-173.179,1e-07,0.275704,0.511527
group_2861_5,-24.8383,1e-07,0.411781,0.1449
group_3186_3,-81.0182,1e-07,0.30196,0.476728
hemS,-61.9641,1e-07,0.109384,0.172508
group_1683_3,-102.351,0.0300198,0.16128,0.0524301
group_1962,-16.5331,1e-07,0.409678,0.382231
group_2448_5,-110.958,1e-07,0.0992915,0.125473
group_3349_2,-35.979,1e-07,0.242004,0.019906
group_2046_1,-24.3782,1e-07,0.649447,1
group_10483_1,-11.3016,1e-07,0.544143,1e-07
glpR_3,-27.888,1e-07,0.25493,0.245601
icsA_4,-11.7817,0.1,0.2,0.1
group_5748,-79.4135,1e-07,0.49081,0.330939
group_27_2,-120.974,1e-07,0.213404,0.520288
group_979_2,-121.7,1e-07,0.148958,0.173744
group_4564_2,-145.243,1e-07,0.446187,0.463707
group_3183,-12.9524,0.1,0.2,0.1
group_2479,-225.396,1e-07,0.283174,0.495389
group_8555,-14.2061,1e-07,0.233174,0.530585
ygiN,-88.4263,1e-07,0.0419183,0.112987
group_2401_3,-19.991,1e-07,0.265582,0.493776
group_5665_3,-34.1109,1e-07,0.358858,0.469343
ybjP,-101.783,1e-07,0.101132,0.127986
yflS,-5.91328,0.1,0.2,0.1
virB9_2,-46.7935,1e-07,0.247959,0.520411
group_461,-94.3504,1e-07,0.241716,0.511414
group_4441_5,-92.087,1e-07,0.268282,0.103134
group_8211_2,-31.7727,1e-07,0.292042,0.226578
group_117_3,-125.437,1e-07,0.134222,0.474007
group_3769_3,-13.9933,1e-07,0.363657,0.461401
group_4838_2,-40.6386,1e-07,0.481468,0.160197
group_2255_2,-79.8405,1e-07,0.287163,0.488328
mhbM,-46.5507,1e-07,0.178317,0.518591
srlB,-116.688,1e-07,0.215753,0.0948826
group_1760_3,-51.9518,1e-07,0.316616,0.11897
group_3886_2,-128.514,1e-07,0.351859,0.481736
group_4554_6,-40.9285,1e-07,0.494236,0.0581666
group_5316,-17.2105,1e-07,0.516055,0.173486
group_7927,-14.7585,0.1,0.2,0.1
group_4901,-14.1737,1e-07,0.237683,0.5299
group_11122,-39.0794,1e-07,0.511974,1
dmlR_2,-111.848,1e-07,0.193473,0.113421
amtB,-129.543,1e-07,0.165242,0.198047
group_3013,-13.8769,1e-07,0.378941,0.452138
brnQ,-129.983,1e-07,0.229035,0.133152
group_6273,-12.9519,0.1,0.2,0.1
dnaB_2_1,-92.2733,1e-07,0.362482,0.482718
hslU,-93.5464,1e-07,0.0884668,0.122856
syd,-70.8925,1e-07,0.0613102,0.0994801
group_2188_2,-149.704,1e-07,0.314745,0.471375
group_9270,-19.3855,1e-07,0.517259,1
group_7889,-24.4375,1e-07,0.651974,1
group_7660,-18.6837,1e-07,0.348147,0.476974
group_1939_8,-9.41065,1e-07,0.223289,1e-07
group_591,-103.955,1e-07,0.245517,0.511566
group_4622_1,-14.0692,1e-07,0.346347,0.472422
sstT,-125.97,1e-07,0.151089,0.148636
group_1134,-58.0281,1e-07,0.262159,0.232318
hin_4,-42.6075,1e-07,0.299803,0.502049
flu_2_5,-21.1752,1e-07,0.171654,0.528799
yjiE_2,-57.0719,1e-07,0.322671,0.0390523
group_3224,-42.8124,1e-07,0.274221,0.51426
group_5179_1,-30.065,1e-07,0.343467,0.454033
group_14626,-12.9363,0.1,0.2,0.1
group_1776_4,-30.148,1e-07,0.284315,0.222783
group_3304,-22.2987,1e-07,0.559846,1e-07
group_3797_6,-48.5205,1e-07,0.300712,0.192601
group_819,-13.8769,1e-07,0.378941,0.452138
group_15257,-28.9275,1e-07,0.401219,0.420627
dacD,-203.486,1e-07,0.261511,0.500459
group_8994,-14.2137,1e-07,0.247968,0.525616
group_1886,-39.1523,1e-07,0.481396,1
cdiA_2_4,-17.8609,0.00946397,0.221904,0.273622
group_8214,-14.0692,1e-07,0.346347,0.472422
group_408_1,-59.1304,1e-07,0.236086,0.256745
group_4076,-14.9969,1e-07,0.23466,0.25718
group_6593_1,-26.4818,1e-07,0.385874,0.422565
group_10475,-9.85611,0.1,0.2,0.1
group_11404,-9.85611,0.1,0.2,0.1
group_3869_12,-38.4669,1e-07,0.386688,0.389282
group_4514_1,-37.2656,1e-07,0.105369,0.509979
xylP,-5.9006,0.1,0.2,0.1
dmsA,-152.665,1e-07,0.231064,0.21543
group_979_13,-159.7,1e-07,0.230338,0.239672
group_2083_4,-5.89894,0.1,0.2,0.1
group_1434,-56.061,1e-07,0.224752,0.523425
group_12609,-24.3451,1e-07,0.769388,1
glcB,-165.037,1e-07,0.213704,0.376384
frlB,-50.6341,1e-07,0.285593,0.0399431
group_4639_8,-94.945,1e-07,0.207007,0.475946
group_4081_1,-17.3357,1e-07,0.288426,0.0688289
group_13658,-27.5231,1e-07,0.512536,0.218958
betB,-128.883,1e-07,0.235308,0.159027
group_4477_3,-14.1464,1e-07,0.254535,0.525268
group_2233_5,-29.4345,1e-07,0.288963,0.121671
group_4857_1,-10.0101,0.1,0.2,0.1
group_2377_7,-14.1991,1e-07,0.241321,0.528253
group_3485,-36.544,1e-07,0.480321,0.210122
group_6977_1,-45.9516,0.0360218,0.226974,0.145705
asnB,-136.053,0.0194865,0.206205,0.119719
group_7529_1,-14.1671,1e-07,0.243174,0.528409
group_5404_8,-40.6386,1e-07,0.481468,0.160197
ant1_1_1,-74.7638,1e-07,0.323561,0.0484781
group_1940_3,-22.2828,1e-07,0.390989,0.41789
bisC,-165.134,1e-07,0.237127,0.230049
group_8910,-14.2154,1e-07,0.226362,0.532168
group_2771,-29.5458,1e-07,0.617158,1
albA,-49.9274,1e-07,0.219694,0.252428
group_7254_1,-13.9944,1e-07,0.466316,0.344157
group_1816_2,-69.2459,1e-07,0.200484,0.52196
group_10968,-11.0606,0.1,0.2,0.1
group_2873,-69.9288,1e-07,0.40114,0.460449
group_4802,-14.7585,0.1,0.2,0.1
tdcD_2,-54.018,1e-07,0.254209,0.177526
group_588_2,-163.237,1e-07,0.270733,0.217575
group_3920_1,-19.2043,1e-07,0.358138,0.470417
group_2486_1,-33.6331,1e-07,0.288162,0.505676
group_1104_8,-22.8752,1e-07,0.248285,0.513541
yafV,-142.369,0.00484456,0.207449,0.136704
group_4033_9,-21.4061,1e-07,0.486558,0.275742
upp,-78.3987,1e-07,0.191115,0.024972
group_5255_2,-27.2596,1e-07,0.210119,0.523778
hisJ,-115.156,1e-07,0.245911,0.0827357
group_3533_9,-24.4221,1e-07,0.481611,1e-07
csy3,-13.4869,0.1,0.2,0.1
group_12472,-42.0214,1e-07,0.382188,0.432903
amiB,-141.844,1e-07,0.210358,0.1997
group_5662_4,-45.9965,1e-07,0.26052,0.240221
coaE,-125.527,1e-07,0.271268,0.0879992
fhuC,-118.5,1e-07,0.261326,0.0620119
group_6790_1,-39.3235,1e-07,0.171923,0.51861
group_2332_3,-16.1776,1e-07,0.262489,0.117818
cfaE,-11.4284,1e-07,0.276862,1e-07
group_22,-19.6275,1e-07,0.524805,0.093
paaF,-62.3698,0.0245555,0.199296,0.134891
group_6732_4,-14.6554,0.1,0.2,0.1
group_4147,-20.214,1e-07,0.282854,0.484067
traL_2_1,-37.6443,1e-07,0.244116,0.518068
group_1608_1,-32.7948,1e-07,0.219039,0.525855
group_418,-11.7502,0.1,0.2,0.1
group_4321_2,-17.0235,1e-07,0.541569,0.102946
crfC,-139.951,1e-07,0.251574,0.167728
group_4639_10,-29.5655,1e-07,0.670601,1
group_3120_2,-17.0118,1e-07,0.266699,0.135334
group_1076_3,-23.0161,0.0713259,0.350773,0.52655
group_1991_1,-14.2125,1e-07,0.227122,0.532039
csiD,-143.472,1e-07,0.232859,0.189419
group_6362_4,-120.171,1e-07,0.301493,0.150588
group_8451,-14.0727,1e-07,0.342884,0.474764
group_1924,-12.9537,0.1,0.2,0.1
group_2546,-21.974,1e-07,0.371238,0.434602
group_6425,-59.8159,1e-07,0.217065,0.224627
aam,-23.0147,1e-07,0.19198,0.155126
group_6178,-75.5586,1e-07,0.207386,0.0746345
narX,-151.946,1e-07,0.0848905,0.36899
group_2251_1,-11.0533,0.1,0.2,0.1
artJ,-100.283,1e-07,0.142056,0.121013
group_4599_1,-9.93054,0.1,0.2,0.1
group_4462_1,-19.6962,1e-07,0.486778,0.167115
group_11752,-33.5343,1e-07,0.418077,0.408908
group_5611_1,-14.1974,1e-07,0.23611,0.53001
frmA,-140.457,1e-07,0.232425,0.162996
group_4543_2,-14.2433,1e-07,0.218476,0.533598
ospG_2,-18.885,0.0668791,0.237369,0.550562
sepA,-15.3057,1e-07,0.192218,0.513125
sacX,-38.3175,1e-07,0.272251,0.10325
group_7050_3,-25.5134,1e-07,0.211489,0.528456
pdeL_1,-60.1504,1e-07,0.229113,0.514841
group_7258,-46.3057,1e-07,0.455049,0.297541
group_10150,-20.8259,1e-07,0.486546,0.219296
group_6361_7,-26.9749,1e-07,0.249112,0.500649
group_8878_3,-36.3128,1e-07,0.038812,0.0544072
group_1123,-77.3213,1e-07,0.284142,0.493396
group_11269,-18.4632,1e-07,0.313461,0.48415
clpX,-110.096,1e-07,0.141681,0.122111
group_3357,-19.3156,1e-07,0.580175,1
group_658,-29.5347,1e-07,0.722495,1
yihT_1,-75.2554,1e-07,0.20961,0.244646
mbeA_1_1_1,-14.2395,1e-07,0.220319,0.533277
group_3795_5,-56.826,1e-07,0.281967,0.509643
group_5172_1,-23.9407,1e-07,0.305725,0.505053
group_5677,-45.5369,1e-07,0.265512,0.235036
group_7991_5,-19.3175,1e-07,0.591269,1
fepG_2,-23.9046,1e-07,0.240165,0.226954
group_7226_1,-13.9375,1e-07,0.368805,0.458669
mscS,-141.347,1e-07,0.252734,0.164775
group_5564_4,-20.1194,1e-07,0.247061,0.240505
group_2488_1,-15.1621,1e-07,0.247689,0.24788
group_10492,-36.0236,1e-07,0.268365,0.534987
fumA_1,-27.1128,0.000264971,0.223188,0.0474047
group_3703,-19.2361,1e-07,0.731352,1
group_5530,-64.2065,1e-07,0.375751,0.399222
gatA,-139.967,1e-07,0.222963,0.191973
group_4562_1,-39.5683,1e-07,0.308391,0.495501
group_2574_3,-22.1233,1e-07,0.279193,0.242027
group_7544,-43.0638,1e-07,0.3017,0.0365403
tcyP,-123.404,1e-07,0.214546,0.141032
group_5691_3,-152.102,1e-07,0.218163,0.239382
group_812_4,-134.08,1e-07,0.269959,0.151775
group_874,-77.0064,1e-07,0.259028,0.131263
group_2860_6,-41.0432,1e-07,0.19753,0.528348
uhpB_1,-75.2447,0.0118591,0.215174,0.275563
ybhF,-126.051,1e-07,0.203275,0.126504
group_3936_1,-20.3236,1e-07,0.305983,0.474902
group_3352_3,-13.148,1e-07,0.450107,0.339527
group_5258_3,-62.2916,1e-07,0.518124,0.163089
dnaG,-143.328,1e-07,0.199258,0.217867
group_248_2,-201.836,1e-07,0.326424,0.523517
group_114,-76.5415,1e-07,0.211578,0.508583
group_8359_2,-29.2394,1e-07,0.375535,0.452013
group_10236,-18.4632,1e-07,0.313461,0.48415
group_7380_2,-18.8414,1e-07,0.292383,0.508171
group_5870,-14.1851,1e-07,0.253159,0.524345
group_324,-67.6293,1e-07,0.149788,0.223783
group_4876_1,-63.6918,1e-07,0.21293,0.263416
group_2300_1,-34.2069,1e-07,0.585042,1
pir_1,-14.2148,1e-07,0.226742,0.532091
group_4780,-14.0692,1e-07,0.346347,0.472422
group_6822,-58.6103,1e-07,0.318793,0.0809737
virB4,-116.804,1e-07,0.304801,0.490716
group_697,-91.5854,1e-07,0.129478,0.0924763
group_113_18,-54.7879,1e-07,0.522347,1
nuoB,-106.815,0.0084043,0.169301,0.0957694
rsmC,-181.275,1e-07,0.255897,0.227718
group_10531_1,-42.354,1e-07,0.473576,1e-07
fliT,-169.681,1e-07,0.153119,0.332207
pdeF,-130.517,1e-07,0.192298,0.154218
group_5294_6,-42.3842,1e-07,0.513595,0.160839
group_2241_1,-110.857,1e-07,0.24902,0.0990424
group_2228_3,-120.398,1e-07,0.242229,0.100064
group_3416_2,-20.307,1e-07,0.225457,0.516771
paaC,-33.9766,1e-07,0.194913,0.014345
group_394,-157.794,1e-07,0.281273,0.467106
group_406,-25.724,1e-07,0.305222,0.486197
group_3061_1,-36.4174,1e-07,0.275503,0.233479
cynT,-57.9623,1e-07,0.152899,0.127117
group_7785,-24.4916,1e-07,0.64232,1
yddG,-82.8751,1e-07,0.188885,0.0491533
group_1862_9,-18.7538,1e-07,0.328035,0.489719
group_3770_1,-78.0571,1e-07,0.250914,0.255102
group_2504_3,-34.6471,1e-07,0.360743,0.4676
group_7057_1,-22.5906,1e-07,0.505098,0.103532
group_7737,-44.8829,1e-07,0.522783,0.106355
group_6028_2,-48.8573,1e-07,0.491726,0.153317
group_4013,-26.927,1e-07,0.303982,0.478499
group_4498,-22.2478,1e-07,0.0913375,0.191709
group_10402,-24.3788,1e-07,0.672379,1
group_2082_5,-23.7762,1e-07,0.260927,0.221209
group_4158_13,-19.9293,1e-07,0.300403,0.474044
yqgF,-127.797,1e-07,0.176465,0.117349
group_1422_2,-57.2751,1e-07,0.232797,0.249374
group_333_2,-25.7664,1e-07,0.281481,0.0950504
fimF_1_1,-197.29,1e-07,0.353878,0.440192
group_4745,-14.1989,1e-07,0.233828,0.530684
group_1167,-14.1889,1e-07,0.234414,0.53036
hin_1_1_1,-77.7158,1e-07,0.242133,0.526776
group_1994,-61.0644,1e-07,0.21995,0.263003
asrC,-14.2442,1e-07,0.21814,0.533625
group_1818,-52.189,1e-07,0.277544,0.503477
dnaJ,-120.584,1e-07,0.103005,0.147608
group_1508_2,-23.9542,1e-07,0.312536,0.494161
intA_2_5,-24.471,1e-07,0.548629,1
group_6183,-56.0012,1e-07,0.29738,0.490659
group_1219_1,-77.4715,1e-07,0.314767,0.448632
pspF_2,-27.8154,1e-07,0.43089,0.323351
